  PID TTY      STAT   TIME COMMAND
13354 ?        Sl    40:13 /usr/lib/chromium-browser/chromium-browser --type=renderer --enable-pinch --enable-features=DocumentWriteEvaluator<DisallowFetchForDocWrittenScriptsInMainFrame,IncidentReportingDisableUpload<SafeBrowsingIncidentReportingService,IncidentReportingModuleLoadAnalysis<SafeBrowsingIncidentReportingServiceFeatures,IncidentReportingSuspiciousModuleReporting<SafeBrowsingIncidentReportingServiceFeatures,MainFrameBeforeActivation<MainFrameBeforeActivation,NetworkTimeServiceQuerying<NetworkTimeQueries,NewAudioRenderingMixingStrategy<NewAudioRenderingMixingStrategy,PreconnectMore<PreconnectMore,UsePasswordSeparatedSigninFlow<PasswordSeparatedSigninFlow,WebRTC-EnableWebRtcEcdsa<WebRTC-EnableWebRtcEcdsa,WebRTC-H264WithOpenH264FFmpeg<WebRTC-H264WithOpenH264FFmpeg,token-binding<TokenBinding,use-new-media-cache<use-new-media-cache --force-fieldtrials=AsyncDNS/AsyncDNSA/AutofillClassifier/Enabled/AutofillFieldMetadata/Enabled/AutofillProfileOrderByFrecency/EnabledLimitTo3/CaptivePortalInterstitial/Enabled/ChromeDashboard/Enabled/ChromotingQUIC/Enabled/*DisallowFetchForDocWrittenScriptsInMainFrame/DocumentWriteEvaluatorGroup/EnableGoogleCachedCopyTextExperiment/Button/*EnableMediaRouter/Enabled/EnableMediaRouterWithCastExtension/Enabled/*EnableSessionCrashedBubbleUI/Enabled/ExtensionActionRedesign/Enabled/GoogleBrandedContextMenu/branded/InstanceID/Enabled/*LocalNTPSuggestionsService/Enabled/*MainFrameBeforeActivation/Enabled/MaterialDesignDownloads/Enabled/MojoChannel/Enabled/NetworkTimeQueries/NetworkTimeQueriesEnabled/NewAudioRenderingMixingStrategy/Enabled/OfferUploadCreditCards/Enabled/OutOfProcessPac/Enabled/*PageRevisitInstrumentation/Enabled/PasswordBranding/SmartLockBrandingSavePromptOnly/*PasswordManagerSettingsMigration/Enable/PasswordSeparatedSigninFlow/Enabled/*PreconnectMore/Enabled/*QUIC/Enabled/*RefreshTokenDeviceId/Enabled/ReportCertificateErrors/ShowAndPossiblySen
13383 pts/16   SNl   20:21 mpv Michael Tom-Wing, Christie Wilson - Introduction to Unit Testing in Python with Pytest - PyCon 2016-UPanUFVFfzY.mkv
13392 ?        Sl     0:04 evince /media/usb0/Learn Python3 the Hard Way/learn-python3-the-hard-way-jul-4-2017.pdf
13664 ?        Sl     0:19 /opt/google/chrome/chrome --type=renderer --lang=en-US --extension-process --enable-webrtc-hw-h264-encoding --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --content-image-texture-target=3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553 --video-image-texture-target=3553 --disable-accelerated-video-decode --channel=9507.24.259803212 --v8-natives-passed-by-fd --v8-snapshot-passed-by-fd
14003 ?        S      0:00 [kworker/1:2]
14052 ?        Sl     0:08 /usr/lib/chromium-browser/chromium-browser --type=renderer --enable-pinch --enable-features=DocumentWriteEvaluator<DisallowFetchForDocWrittenScriptsInMainFrame,IncidentReportingDisableUpload<SafeBrowsingIncidentReportingService,IncidentReportingModuleLoadAnalysis<SafeBrowsingIncidentReportingServiceFeatures,IncidentReportingSuspiciousModuleReporting<SafeBrowsingIncidentReportingServiceFeatures,MainFrameBeforeActivation<MainFrameBeforeActivation,NetworkTimeServiceQuerying<NetworkTimeQueries,NewAudioRenderingMixingStrategy<NewAudioRenderingMixingStrategy,PreconnectMore<PreconnectMore,UsePasswordSeparatedSigninFlow<PasswordSeparatedSigninFlow,WebRTC-EnableWebRtcEcdsa<WebRTC-EnableWebRtcEcdsa,WebRTC-H264WithOpenH264FFmpeg<WebRTC-H264WithOpenH264FFmpeg,token-binding<TokenBinding,use-new-media-cache<use-new-media-cache --force-fieldtrials=AsyncDNS/AsyncDNSA/AutofillClassifier/Enabled/*AutofillFieldMetadata/Enabled/*AutofillProfileOrderByFrecency/EnabledLimitTo3/*CaptivePortalInterstitial/Enabled/*ChromeDashboard/Enabled/ChromotingQUIC/Enabled/*DisallowFetchForDocWrittenScriptsInMainFrame/DocumentWriteEvaluatorGroup/EnableGoogleCachedCopyTextExperiment/Button/*EnableMediaRouter/Enabled/EnableMediaRouterWithCastExtension/Enabled/*EnableSessionCrashedBubbleUI/Enabled/ExtensionActionRedesign/Enabled/GoogleBrandedContextMenu/branded/InstanceID/Enabled/*LocalNTPSuggestionsService/Enabled/*MainFrameBeforeActivation/Enabled/MaterialDesignDownloads/Enabled/MojoChannel/Enabled/*NetworkTimeQueries/NetworkTimeQueriesEnabled/*NewAudioRenderingMixingStrategy/Enabled/*OfferUploadCreditCards/Enabled/OutOfProcessPac/Enabled/*PageRevisitInstrumentation/Enabled/*PasswordBranding/SmartLockBrandingSavePromptOnly/*PasswordManagerSettingsMigration/Enable/PasswordSeparatedSigninFlow/Enabled/*PreconnectMore/Enabled/*QUIC/Enabled/*RefreshTokenDeviceId/Enabled/*ReportCertificateErrors/ShowAndPo
14381 ?        S      0:00 /usr/bin/zsh
14452 ?        Sl     0:40 flareget
15157 ?        S      0:00 [kworker/6:1]
15292 pts/14   Ss+    0:00 zsh
15384 ?        Sl     0:00 /opt/google/chrome/chrome --type=renderer --lang=en-US --extension-process --enable-webrtc-hw-h264-encoding --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=4 --content-image-texture-target=3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553,3553 --video-image-texture-target=3553 --disable-accelerated-video-decode --channel=9507.34.270512289 --v8-natives-passed-by-fd --v8-snapshot-passed-by-fd
15929 ?        S      0:00 [kworker/2:1]
15984 ?        Sl     8:06 /usr/lib/chromium-browser/chromium-browser --type=renderer --enable-pinch --enable-features=DocumentWriteEvaluator<DisallowFetchForDocWrittenScriptsInMainFrame,IncidentReportingDisableUpload<SafeBrowsingIncidentReportingService,IncidentReportingModuleLoadAnalysis<SafeBrowsingIncidentReportingServiceFeatures,IncidentReportingSuspiciousModuleReporting<SafeBrowsingIncidentReportingServiceFeatures,MainFrameBeforeActivation<MainFrameBeforeActivation,NetworkTimeServiceQuerying<NetworkTimeQueries,NewAudioRenderingMixingStrategy<NewAudioRenderingMixingStrategy,PreconnectMore<PreconnectMore,UsePasswordSeparatedSigninFlow<PasswordSeparatedSigninFlow,WebRTC-EnableWebRtcEcdsa<WebRTC-EnableWebRtcEcdsa,WebRTC-H264WithOpenH264FFmpeg<WebRTC-H264WithOpenH264FFmpeg,token-binding<TokenBinding,use-new-media-cache<use-new-media-cache --force-fieldtrials=AsyncDNS/AsyncDNSA/AutofillClassifier/Enabled/*AutofillFieldMetadata/Enabled/*AutofillProfileOrderByFrecency/EnabledLimitTo3/*CaptivePortalInterstitial/Enabled/*ChromeDashboard/Enabled/ChromotingQUIC/Enabled/*DisallowFetchForDocWrittenScriptsInMainFrame/DocumentWriteEvaluatorGroup/EnableGoogleCachedCopyTextExperiment/Button/*EnableMediaRouter/Enabled/EnableMediaRouterWithCastExtension/Enabled/*EnableSessionCrashedBubbleUI/Enabled/ExtensionActionRedesign/Enabled/GoogleBrandedContextMenu/branded/InstanceID/Enabled/*LocalNTPSuggestionsService/Enabled/*MainFrameBeforeActivation/Enabled/MaterialDesignDownloads/Enabled/MojoChannel/Enabled/*NetworkTimeQueries/NetworkTimeQueriesEnabled/*NewAudioRenderingMixingStrategy/Enabled/*OfferUploadCreditCards/Enabled/OutOfProcessPac/Enabled/*PageRevisitInstrumentation/Enabled/*PasswordBranding/SmartLockBrandingSavePromptOnly/*PasswordManagerSettingsMigration/Enable/PasswordSeparatedSigninFlow/Enabled/*PreconnectMore/Enabled/*QUIC/Enabled/*RefreshTokenDeviceId/Enabled/*ReportCertificateErrors/ShowAndPo
16703 ?        S      0:20 /usr/lib/obexd/obex-client
17324 ?        S      0:00 [scsi_eh_91]
18223 ?        S      0:02 [jbd2/sdh1-8]
18224 ?        S<     0:00 [ext4-rsv-conver]
18225 ?        S<     0:00 [ext4-unrsv-conv]
18405 pts/10   T      0:00 nano app.py
18487 ?        Sl     0:01 /usr/lib/gvfs/gvfsd-recent --spawner :1.1 /org/gtk/gvfs/exec_spaw/3
18958 ?        Sl     0:07 /opt/calibre/bin/calibre-parallel
18960 ?        S      0:00 [kworker/0:2]
19085 ?        Sl     0:35 /usr/sbin/apache2 -k start
19087 ?        Sl     0:35 /usr/sbin/apache2 -k start
19209 ?        S      0:00 [kworker/4:1]
19286 ?        Sl     0:06 /opt/calibre/bin/calibre-parallel
19480 ?        S      0:00 [kworker/5:1]
19765 ?        Ss     0:00 /usr/sbin/privoxy --pidfile /var/run/privoxy.pid --user privoxy /etc/privoxy/config
20617 ?        Sl     3:50 /usr/bin/cinnamon-screensaver --no-daemon
20870 ?        S      0:00 /opt/calibre/bin/calibre-parallel --pipe-worker from calibre.utils.ipc.pool import run_main, worker_main; run_main(worker_main)
20982 ?        S<     0:00 [kworker/1:1H]
20983 ?        S<     0:00 [kworker/2:1H]
20984 ?        S<     0:00 [kworker/3:1H]
20985 ?        S<     0:00 [kworker/4:1H]
20986 ?        S<     0:00 [kworker/5:1H]
20987 ?        S<     0:00 [kworker/6:1H]
20988 ?        S<     0:00 [kworker/7:1H]
21154 ?        Sl     0:04 /opt/calibre/bin/calibre-parallel
22184 ?        Sl     0:05 /opt/calibre/bin/calibre-parallel
22872 pts/10   Ss     0:03 zsh
23903 ?        S      0:00 /bin/sh -c nautilus
23904 ?        Sl    25:23 nautilus
23911 ?        Sl     0:42 /usr/lib/gvfs/gvfs-udisks2-volume-monitor
23914 ?        Sl     1:59 /usr/lib/udisks2/udisksd --no-debug
24049 ?        Sl     0:00 /usr/lib/gvfs/gvfs-afc-volume-monitor
24054 ?        Sl     0:00 /usr/lib/gvfs/gvfs-gphoto2-volume-monitor
24058 ?        Sl     0:00 /usr/lib/gvfs/gvfs-mtp-volume-monitor
24062 ?        Sl     0:49 /usr/lib/gvfs/gvfsd-trash --spawner :1.1 /org/gtk/gvfs/exec_spaw/0
24069 ?        Sl     0:00 /usr/lib/gvfs/gvfsd-burn --spawner :1.1 /org/gtk/gvfs/exec_spaw/1
25244 ?        S      0:00 [kworker/4:2]
25935 ?        S      0:00 /bin/sh -c i3bar --bar_id=bar-0 --socket="/run/user/1000/i3/ipc-socket.6418"
25936 ?        S     63:02 i3bar --bar_id=bar-0 --socket=/run/user/1000/i3/ipc-socket.6418
25944 ?        S      0:00 /bin/sh -c i3blocks -c ~/.i3/i3blocks.conf
25951 ?        S      5:11 i3blocks -c /home/pystar/.i3/i3blocks.conf
26226 ?        S      0:02 [kworker/7:0]
26460 ?        S      0:00 [kworker/u16:0]
26518 ?        Sl     0:29 /usr/lib/gvfs/gvfsd-metadata
26678 ?        Sl    12:26 mpv --profile=pseudo-gui -- /media/usb0/pycon2016/David Baumgold - Get Started with Git - PyCon 2016-RrdECLvHW6g.mp4
26687 ?        Ss     0:00 /usr/sbin/cupsd -f
26767 ?        S      0:00 [scsi_eh_76]
26912 ?        Sl     0:09 evince /tmp/.fr-6QP88Q/Production-Ready Microservices.pdf
26993 ?        S      0:00 [kworker/7:2]
27184 ?        S<     0:03 [kworker/u17:0]
27314 ?        S      0:00 [kworker/2:0]
27439 ?        S      0:00 [kworker/2:2]
27493 ?        S      0:00 [scsi_eh_112]
27494 ?        S      0:00 [usb-storage]
28085 ?        S      0:02 [jbd2/sde1-8]
28086 ?        S<     0:00 [ext4-rsv-conver]
28087 ?        S<     0:00 [ext4-unrsv-conv]
28800 pts/13   Ss+    0:02 zsh
28897 ?        S      0:01 [kworker/1:1]
28968 ?        Sl     5:36 /usr/lib/chromium-browser/chromium-browser --type=renderer --enable-pinch --enable-features=DocumentWriteEvaluator<DisallowFetchForDocWrittenScriptsInMainFrame,IncidentReportingDisableUpload<SafeBrowsingIncidentReportingService,IncidentReportingModuleLoadAnalysis<SafeBrowsingIncidentReportingServiceFeatures,IncidentReportingSuspiciousModuleReporting<SafeBrowsingIncidentReportingServiceFeatures,MainFrameBeforeActivation<MainFrameBeforeActivation,NetworkTimeServiceQuerying<NetworkTimeQueries,NewAudioRenderingMixingStrategy<NewAudioRenderingMixingStrategy,PreconnectMore<PreconnectMore,UsePasswordSeparatedSigninFlow<PasswordSeparatedSigninFlow,WebRTC-EnableWebRtcEcdsa<WebRTC-EnableWebRtcEcdsa,WebRTC-H264WithOpenH264FFmpeg<WebRTC-H264WithOpenH264FFmpeg,token-binding<TokenBinding,use-new-media-cache<use-new-media-cache --force-fieldtrials=AsyncDNS/AsyncDNSA/AutofillClassifier/Enabled/*AutofillFieldMetadata/Enabled/AutofillProfileOrderByFrecency/EnabledLimitTo3/CaptivePortalInterstitial/Enabled/*ChromeDashboard/Enabled/ChromotingQUIC/Enabled/*DisallowFetchForDocWrittenScriptsInMainFrame/DocumentWriteEvaluatorGroup/EnableGoogleCachedCopyTextExperiment/Button/*EnableMediaRouter/Enabled/EnableMediaRouterWithCastExtension/Enabled/*EnableSessionCrashedBubbleUI/Enabled/ExtensionActionRedesign/Enabled/GoogleBrandedContextMenu/branded/InstanceID/Enabled/*LocalNTPSuggestionsService/Enabled/*MainFrameBeforeActivation/Enabled/MaterialDesignDownloads/Enabled/MojoChannel/Enabled/*NetworkTimeQueries/NetworkTimeQueriesEnabled/NewAudioRenderingMixingStrategy/Enabled/OfferUploadCreditCards/Enabled/OutOfProcessPac/Enabled/*PageRevisitInstrumentation/Enabled/*PasswordBranding/SmartLockBrandingSavePromptOnly/*PasswordManagerSettingsMigration/Enable/PasswordSeparatedSigninFlow/Enabled/*PreconnectMore/Enabled/*QUIC/Enabled/*RefreshTokenDeviceId/Enabled/ReportCertificateErrors/ShowAndPossibl
29358 ?        S      0:00 [jbd2/sdg-8]
29359 ?        S<     0:00 [ext4-rsv-conver]
29360 ?        S<     0:00 [ext4-unrsv-conv]
29429 ?        Sl    22:41 nemo /media/usb0/Pro Python Best Practices - Debugging, Testing and Maintenance - 1E (2017) (Epub) Gooner
30162 pts/15   Ss     0:00 zsh
30782 ?        S      0:00 /usr/bin/zsh
30989 ?        Sl    36:10 /opt/calibre/bin/calibre
31199 pts/10   R+     0:00 ps -ax
31414 ?        S      0:00 [kworker/0:0]
31433 pts/16   Ss+    0:00 zsh
31766 ?        Sl     2:43 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
31960 ?        Sl     0:05 /opt/calibre/bin/calibre-parallel
32095 ?        Sl     0:16 /opt/calibre/bin/calibre-parallel
